Date : 2024/09/17 16:56:09
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
Légende : 
	Niveau de référence : 0
	Niveau courant : 6
	Paramètres Q4 : 
		Taille d'un élément : 64
		Nombre maximum d'itérations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Opérateur : 
	Lieu : 
	Date : 
	Distance Caméras : 
	Angle caméras : 
	Distance du Capteur à l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1724.00	1797.00	19.37	-37.08	-4.20	0.34	-0.05	0.31	
905.00	1860.00	-15.61	-35.96	5.31	0.82	0.35	0.30	
968.00	1860.00	-12.96	-35.78	5.78	0.77	0.31	0.31	
1031.00	1860.00	-10.43	-36.20	4.75	0.72	0.28	0.40	
1094.00	1860.00	-7.80	-36.04	5.15	0.70	0.26	0.57	
1157.00	1860.00	-5.19	-35.98	5.30	0.69	0.23	0.76	
1220.00	1860.00	-2.59	-35.86	5.58	0.70	0.18	0.93	
1283.00	1860.00	0.01	-35.82	5.72	0.74	0.14	1.06	
1346.00	1860.00	2.61	-35.96	5.41	0.77	0.12	1.13	
1409.00	1860.00	5.23	-36.29	4.67	0.79	0.12	1.13	
1472.00	1860.00	7.91	-36.71	3.67	0.77	0.10	1.02	
1535.00	1860.00	10.64	-37.30	2.31	0.71	0.06	0.87	
1598.00	1860.00	13.51	-38.25	0.03	0.59	0.03	0.68	
1661.00	1860.00	16.46	-39.23	-2.31	0.40	-0.01	0.40	
1724.00	1860.00	19.37	-39.80	-3.61	0.28	-0.07	0.23	
905.00	1923.00	-15.57	-38.32	6.25	0.81	0.35	0.34	
968.00	1923.00	-12.95	-38.22	6.45	0.75	0.32	0.32	
1031.00	1923.00	-10.46	-38.92	4.92	0.69	0.28	0.37	
1094.00	1923.00	-7.82	-38.72	5.42	0.65	0.24	0.47	
1157.00	1923.00	-5.20	-38.58	5.75	0.63	0.20	0.62	
1220.00	1923.00	-2.59	-38.47	6.02	0.64	0.17	0.78	
1283.00	1923.00	0.01	-38.46	6.06	0.67	0.14	0.93	
1346.00	1923.00	2.61	-38.57	5.82	0.70	0.12	0.98	
1409.00	1923.00	5.25	-38.96	4.98	0.71	0.09	0.94	
1472.00	1923.00	7.93	-39.45	3.89	0.69	0.08	0.86	
1535.00	1923.00	10.68	-40.11	2.38	0.64	0.05	0.76	
1598.00	1923.00	13.53	-41.00	0.36	0.52	0.04	0.59	
1661.00	1923.00	16.45	-41.84	-1.52	0.35	-0.01	0.33	
